"date","lwp","iwp","pvq"
1995-01-01,0.0550238979685007,0.0459858932554383,-10.8372020717293
1995-01-02,0.16051004841831,0.0837544601152543,-0.657160661103238
1995-01-03,0.295655882326572,0.0556020046461959,13.315841954312
1995-01-04,0.268265031953726,0.0576732951784299,34.7710181964722
1995-01-05,0.189936615285708,0.0319419807480922,24.3945741613252
1995-01-06,0.211246340065637,0.0303514049140858,27.8570844329768
1995-01-07,0.296361521305525,0.11211787421871,29.59668700731
1995-01-08,0.141751455156499,0.0673415538012548,10.5746894691514
1995-01-09,0.069319929484588,0.0424888926690587,-10.183665786959
1995-01-10,0.078347903358339,0.0324699705369174,-22.3272712951115
1995-01-11,0.0487572236515398,0.00936555955481298,-15.1373841447238
1995-01-12,0.218389759931978,0.116916913556033,19.738146407676
1995-01-13,0.353378053688667,0.245184728310364,48.2915574067398
1995-01-14,0.192136836259041,0.122285341731195,28.2054481241764
1995-01-15,0.064377657130111,0.0270686265036466,-0.718105201251295
1995-01-16,0.275485718837191,0.112444649997078,16.2454371987339
1995-01-17,0.134230516828837,0.0569173197094536,15.1283405848394
1995-01-18,0.291229315764381,0.109989253799168,21.7803267501547
1995-01-19,0.234717808560202,0.0854407124869521,49.6384535534936
1995-01-20,0.097294841725985,0.0157326637963833,23.2377095191299
1995-01-21,0.15784078407455,0.0395260841970845,16.1027459485344
1995-01-22,0.0994279866508242,0.0130206226781463,7.00888691712985
1995-01-23,0.0630536657353126,0.00723235636868372,-6.26245891020428
1995-01-24,0.0973597420885319,0.0151959330639338,-12.5398549440054
1995-01-25,0.0790470719158093,0.0101632181013454,-19.0883299612024
1995-01-26,0.0720309958428619,0.0123415207881136,-14.4801928097992
1995-01-27,0.100671676777223,0.0360450495394799,-9.75735013300046
1995-01-28,0.15404352188256,0.074637294225108,-8.48810917811736
1995-01-29,0.180867017172849,0.0810305454042471,-8.66923825955966
1995-01-30,0.178826394484995,0.0909227436915588,8.9599008532742
1995-01-31,0.242852361089172,0.0814999197102758,33.2727908375449
1995-02-01,0.0862439598184591,0.0320728035608539,20.6153780558838
1995-02-02,0.0657072933508006,0.0116854437650987,-1.01511320980664
1995-02-03,0.185509561694368,0.0273190095340951,-1.46440146206754
1995-02-04,0.139568763539941,0.0217530141611172,-9.73927145437281
1995-02-05,0.145625760527366,0.0314931002359395,-9.52969798845141
1995-02-06,0.122662867406619,0.0294286342490709,-21.5885476761516
1995-02-07,0.0520114032132969,0.00996218380075723,-30.8152045202023
1995-02-08,0.0549862428872709,0.0118888556523886,-34.5471385544563
1995-02-09,0.0639386029662062,0.00828647043737151,-37.1280419347447
1995-02-10,0.0440375435704421,0.0136147197168863,-24.5691876676142
1995-02-11,0.0296775679591679,0.00531609743353047,-13.8683065989498
1995-02-12,0.0217804198267901,0.00283776293043812,-3.20876470592617
1995-02-13,0.040843282661891,0.00697913032742262,4.12183998828196
1995-02-14,0.0591366275656376,0.00657507028398397,3.97512632710697
1995-02-15,0.108814287025403,0.00740352733768072,5.15039446247526
1995-02-16,0.114828553301173,0.0131030024131346,8.31956336833453
1995-02-17,0.1191267822832,0.00938205378187548,5.7715997123161
1995-02-18,0.0944093616955068,0.00747991603008218,5.15164153302422
1995-02-19,0.0700098275203041,0.00512008115915855,7.30259600670155
1995-02-20,0.0832095639479274,0.00656256740651331,6.54832505512956
1995-02-21,0.063934267268501,0.00993994947058638,5.10782055435452
1995-02-22,0.0582759545017668,0.0104582551639783,0.214184629271457
1995-02-23,0.0510393507613988,0.0164620745767552,-5.51860444871277
1995-02-24,0.0753604808434302,0.0343283747587791,-1.8212534211327
1995-02-25,0.0757471870160077,0.0296380805315756,-2.70061507023516
1995-02-26,0.060351762871176,0.0375700530335997,-1.48841134241333
1995-02-27,0.0506045836471114,0.0341077447449513,6.29156081621277
1995-02-28,0.0720268758674689,0.0210547759692055,1.09397893568717
1995-03-01,0.0802514343623557,0.0173055222678638,0.781907888779967
1995-03-02,0.080333809699617,0.0212726757175552,-2.92750663547083
1995-03-03,0.0881450576129774,0.025103803965544,-10.0029751436435
1995-03-04,0.0737275429985877,0.024853304392325,-2.44476231577556
1995-03-05,0.0714002711350456,0.0233783890459668,0.263297774137931
1995-03-06,0.0562959052457421,0.0284905061513923,-2.4453262880499
1995-03-07,0.0643120010953703,0.0332400073755079,5.10801744320796
1995-03-08,0.111855099313397,0.0379675430808374,8.04962011120576
1995-03-09,0.101861577515299,0.0269289778326519,20.9678411870191
1995-03-10,0.175571246073362,0.0500153848030363,49.4858209883161
1995-03-11,0.229106992523152,0.0478216828605662,86.173680742917
1995-03-12,0.195710280967017,0.0410290776104784,87.63688018078
1995-03-13,0.197523896178703,0.0482731876366574,52.9349962012503
1995-03-14,0.0935316910746048,0.0186949851146821,17.0004802896865
1995-03-15,0.0757381158702051,0.0197732526588475,11.7961784720976
1995-03-16,0.0928545108374722,0.0160188927142657,3.95606654648499
1995-03-17,0.0931156667030731,0.027740467299404,1.59281861995821
1995-03-18,0.0959654811349112,0.01254294347147,-1.94252861648141
1995-03-19,0.0817327642978918,0.0216770966323218,-2.1383834951676
1995-03-20,0.105349436313401,0.0286233285534316,-0.879650179347606
1995-03-21,0.194544970140602,0.0550901306368037,-0.229970755574495
1995-03-22,0.247950196393269,0.0761369572775939,18.2992734161175
1995-03-23,0.14099652112622,0.0226272251429032,2.84171726690897
1995-03-24,0.0747641282796616,0.0106860272451347,-11.8223741129349
1995-03-25,0.0567314709884216,0.0112696502584175,-17.7710735885865
1995-03-26,0.0738599456871951,0.0172687963265709,-17.3269057396296
1995-03-27,0.0905082165796275,0.0294776744713656,-17.5127203523964
1995-03-28,0.0819554667871459,0.0316909323190747,-6.14442325393017
1995-03-29,0.185103665158443,0.0429452729967668,-3.71055123069933
1995-03-30,0.27774658755274,0.0405724066486409,32.3023262777672
1995-03-31,0.420586055830493,0.0473845430985195,56.6413034368148
1995-04-01,0.164975362028608,0.0273456500448411,15.3284097085122
1995-04-02,0.0537505949385949,0.0119508399558163,-4.86239332974088
1995-04-03,0.0576513487831509,0.00905348222713962,-11.3699498600948
1995-04-04,0.0766148143373275,0.0109582659827049,-15.5994009333236
1995-04-05,0.067057354945916,0.0095119101217297,-14.1730314365188
1995-04-06,0.0500121166872129,0.00953620022438308,-17.0645218293701
1995-04-07,0.0294928451529498,0.00562284026924641,-12.7959956080594
1995-04-08,0.0909517206852899,0.0200624784822872,-9.51736224885873
1995-04-09,0.119219086489724,0.0173698720137766,9.62152878376819
1995-04-10,0.154098597140604,0.0182748406032749,22.6387785960052
1995-04-11,0.152169849245179,0.0144577617119409,33.8966970714931
1995-04-12,0.207555365981299,0.0175107976289133,58.4898131499736
1995-04-13,0.15768589900049,0.00816659230197923,29.2857372443681
1995-04-14,0.0725484226224785,0.00307679734631538,4.69296631114739
1995-04-15,0.0483497622231923,0.0060616072240887,-10.3484445578385
1995-04-16,0.0501338453154131,0.00579098147125416,-14.3710388766749
1995-04-17,0.105996091872507,0.0128038651897575,-7.4430711439574
1995-04-18,0.126723193030824,0.0292053534864274,-13.0625429274608
1995-04-19,0.107163405537318,0.0139231421951709,-12.4489472285203
1995-04-20,0.0901997170694976,0.0064712624004954,-11.7416804368701
1995-04-21,0.110201810225771,0.0110618394585613,-0.807351876778749
1995-04-22,0.0636042632698341,0.0131308172727293,-15.093598772324
1995-04-23,0.0536702741264586,0.00262711583318923,-18.4647933628055
1995-04-24,0.0394715854759406,0.0017486803129353,-29.6771823438363
1995-04-25,0.0271538374909054,0.00128404562950892,-31.8558128862895
1995-04-26,0.0211224560444622,0.000414484898199781,-27.8827811736075
1995-04-27,0.0163712258648983,0.00190686216914882,-16.5128604525954
1995-04-28,0.040346912570972,0.0139943328431755,-4.95782359316612
1995-04-29,0.0193862900493447,0.00289418654913024,1.45801522035972
1995-04-30,0.0190280245217666,0.00172561176360148,6.18533767833949
1995-05-01,0.0537270299569004,0.00307082570353961,5.68118099315941
1995-05-02,0.0673076668267168,0.00353424356996217,3.45630849087193
1995-05-03,0.0621753919922324,0.00379921670828477,3.65739426622813
1995-05-04,0.0602256934590605,0.00155096099816088,2.08999594491074
1995-05-05,0.0690764504900588,0.00129993191054402,-13.2549403629143
1995-05-06,0.0312402571462136,0.00202920802613867,-19.9444021791744
1995-05-07,0.0314417064273685,0.00244985879380008,-18.8852596415447
1995-05-08,0.0216050170827533,0.00126176199448202,-18.7881356019533
